Year,NOC,Gold,Silver,Bronze,Is_Host,Total_medals,Total_events_4_Years,Total_events_8_Years,Total_events_12_Years,Total_disciplines_4_Years,Total_disciplines_8_Years,Total_disciplines_12_Years,Total_sports_4_Years,Total_sports_8_Years,Total_sports_12_Years,Participants_4_Years,Participants_8_Years,Participants_12_Years,Gold_4_Years,Gold_8_Years,Gold_12_Years,Total_medals_4_Years,Total_medals_8_Years,Total_medals_12_Years
2024,LTU,0,2,5,0,7,302,257,0,42,34,0,27,25,0,78,54,0,0,1,0,5,13,0
1900,LUX,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,LUX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,LUX,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,LUX,1,0,0,0,1,97,0,0,22,0,0,20,0,0,1,0,0,1,0,0,1,0,0
1932,LUX,0,0,0,0,0,102,0,0,18,0,0,14,0,0,44,0,0,0,0,0,0,0,0
1936,LUX,0,0,0,0,0,156,0,0,29,0,0,22,0,0,35,0,0,0,0,0,1,0,0
1948,LUX,0,0,0,0,0,126,0,0,23,0,0,17,0,0,122,0,0,1,0,0,2,0,0
1952,LUX,1,0,0,0,1,109,97,0,20,22,0,14,20,0,107,1,0,1,1,0,1,1,0
1956,LUX,0,0,0,0,0,117,102,0,20,18,0,14,14,0,11,44,0,0,0,0,0,0,0
1960,LUX,0,0,0,0,0,129,156,0,25,29,0,19,22,0,129,35,0,0,0,0,0,1,0
1964,LUX,0,0,0,0,0,136,126,0,23,23,0,17,17,0,115,122,0,0,1,0,0,2,0
1968,LUX,0,0,0,0,0,149,109,97,23,20,22,17,14,20,101,107,1,1,1,1,1,1,1
1972,LUX,0,0,0,0,0,151,117,102,23,20,18,17,14,14,27,11,44,0,0,0,0,0,0
1976,LUX,0,0,0,0,0,150,129,156,23,25,29,17,19,22,117,129,35,0,0,0,0,0,1
1980,LUX,0,0,0,0,0,163,136,126,25,23,23,19,17,17,27,115,122,0,0,1,0,0,2
1984,LUX,0,0,0,0,0,172,149,109,24,23,20,18,17,14,7,101,107,0,1,1,0,1,1
1988,LUX,0,0,0,0,0,195,151,117,28,23,20,21,17,14,15,27,11,0,0,0,0,0,0
1992,LUX,0,0,0,0,0,198,150,129,27,23,25,21,17,19,9,117,129,0,0,0,0,0,0
1996,LUX,0,0,0,0,0,203,163,136,27,25,23,21,19,17,4,27,115,0,0,0,0,0,0
2000,LUX,0,0,0,0,0,221,172,149,29,24,23,21,18,17,5,7,101,0,0,1,0,0,1
2004,LUX,0,0,0,0,0,237,195,151,31,28,23,23,21,17,11,15,27,0,0,0,0,0,0
2008,LUX,0,0,0,0,0,257,198,150,34,27,23,25,21,17,8,9,117,0,0,0,0,0,0
2012,LUX,0,0,0,0,0,271,203,163,37,27,25,25,21,19,7,4,27,0,0,0,0,0,0
2016,LUX,0,0,0,0,0,300,221,172,40,29,24,27,21,18,9,5,7,0,0,0,0,0,0
2020,LUX,0,0,0,0,0,301,237,195,40,31,28,27,23,21,14,11,15,0,0,0,0,0,0
2024,LUX,0,0,0,0,0,302,257,198,42,34,27,27,25,21,19,8,9,0,0,0,0,0,0
1964,MAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,MAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,MAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,MAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,MAD,0,0,0,0,0,163,0,0,25,0,0,19,0,0,4,0,0,0,0,0,0,0,0
1992,MAD,0,0,0,0,0,172,0,0,24,0,0,18,0,0,6,0,0,0,0,0,0,0,0
1996,MAD,0,0,0,0,0,195,0,0,28,0,0,21,0,0,13,0,0,0,0,0,0,0,0
2000,MAD,0,0,0,0,0,203,0,0,27,0,0,21,0,0,18,0,0,0,0,0,0,0,0
2004,MAD,0,0,0,0,0,221,163,0,29,25,0,21,19,0,5,4,0,0,0,0,0,0,0
2008,MAD,0,0,0,0,0,257,172,0,34,24,0,25,18,0,17,6,0,0,0,0,0,0,0
2012,MAD,0,0,0,0,0,271,195,0,37,28,0,25,21,0,14,13,0,0,0,0,0,0,0
2016,MAD,0,0,0,0,0,300,203,0,40,27,0,27,21,0,13,18,0,0,0,0,0,0,0
2020,MAD,0,0,0,0,0,301,221,163,40,29,25,27,21,19,8,5,4,0,0,0,0,0,0
2024,MAD,0,0,0,0,0,302,257,172,42,34,24,27,25,18,6,17,6,0,0,0,0,0,0
1956,MAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,MAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,MAR,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,MAR,0,0,0,0,0,150,0,0,23,0,0,17,0,0,111,0,0,0,0,0,1,0,0
1984,MAR,2,0,0,0,2,163,0,0,25,0,0,19,0,0,21,0,0,0,0,0,0,0,0
1988,MAR,1,0,2,0,3,172,0,0,24,0,0,18,0,0,25,0,0,0,0,0,0,0,0
1992,MAR,1,1,1,0,3,195,0,0,28,0,0,21,0,0,39,0,0,0,0,0,0,0,0
1996,MAR,0,0,2,0,2,198,150,0,27,23,0,21,17,0,9,111,0,0,0,0,0,1,0
2000,MAR,0,1,4,0,5,221,163,0,29,25,0,21,19,0,35,21,0,2,0,0,2,0,0
2004,MAR,2,1,0,0,3,237,172,0,31,24,0,23,18,0,29,25,0,1,0,0,3,0,0
2008,MAR,0,1,1,0,2,257,195,0,34,28,0,25,21,0,45,39,0,1,0,0,3,0,0
2012,MAR,0,0,1,0,1,271,198,150,37,27,23,25,21,17,38,9,111,0,0,0,2,0,1
2016,MAR,0,0,1,0,1,300,221,163,40,29,25,27,21,19,55,35,21,0,2,0,5,2,0
2020,MAR,1,0,0,0,1,301,237,172,40,31,24,27,23,18,57,29,25,2,1,0,3,3,0
2024,MAR,1,0,19,0,20,302,257,195,42,34,28,27,25,21,49,45,39,0,1,0,2,3,0
1964,MAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,MAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,MAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,MAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,MAS,0,0,0,0,0,163,0,0,25,0,0,19,0,0,81,0,0,0,0,0,0,0,0
1988,MAS,0,0,0,0,0,172,0,0,24,0,0,18,0,0,35,0,0,0,0,0,0,0,0
1992,MAS,0,0,2,0,2,195,0,0,28,0,0,21,0,0,57,0,0,0,0,0,0,0,0
1996,MAS,0,2,1,0,3,198,0,0,27,0,0,21,0,0,25,0,0,0,0,0,0,0,0
2000,MAS,0,0,0,0,0,221,163,0,29,25,0,21,19,0,27,81,0,0,0,0,0,0,0
2004,MAS,0,0,0,0,0,237,172,0,31,24,0,23,18,0,17,35,0,0,0,0,0,0,0
2008,MAS,0,1,0,0,1,257,195,0,34,28,0,25,21,0,30,57,0,0,0,0,2,0,0
2012,MAS,0,1,1,0,2,271,198,0,37,27,0,25,21,0,43,25,0,0,0,0,3,0,0
2016,MAS,0,7,1,0,8,300,221,163,40,29,25,27,21,19,55,27,81,0,0,0,0,0,0
2020,MAS,0,1,2,0,3,301,237,172,40,31,24,27,23,18,38,17,35,0,0,0,0,0,0
2024,MAS,0,0,3,0,3,302,257,195,42,34,28,27,25,21,42,30,57,0,0,0,1,2,0
1972,MAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,MAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,MAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,MAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,MAW,0,0,0,0,0,195,0,0,28,0,0,21,0,0,18,0,0,0,0,0,0,0,0
2000,MAW,0,0,0,0,0,221,0,0,29,0,0,21,0,0,23,0,0,0,0,0,0,0,0
2004,MAW,0,0,0,0,0,237,0,0,31,0,0,23,0,0,22,0,0,0,0,0,0,0,0
2008,MAW,0,0,0,0,0,257,0,0,34,0,0,25,0,0,4,0,0,0,0,0,0,0,0
2012,MAW,0,0,0,0,0,271,195,0,37,28,0,25,21,0,2,18,0,0,0,0,0,0,0
2016,MAW,0,0,0,0,0,300,221,0,40,29,0,27,21,0,2,23,0,0,0,0,0,0,0
2020,MAW,0,0,0,0,0,301,237,0,40,31,0,27,23,0,4,22,0,0,0,0,0,0,0
2024,MAW,0,0,0,0,0,302,257,0,42,34,0,27,25,0,4,4,0,0,0,0,0,0,0
1996,MDA,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,MDA,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,MDA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MDA,0,0,2,0,2,271,0,0,37,0,0,25,0,0,50,0,0,0,0,0,3,0,0
2016,MDA,0,0,0,0,0,300,0,0,40,0,0,27,0,0,35,0,0,0,0,0,2,0,0
2020,MDA,0,0,1,0,1,301,0,0,40,0,0,27,0,0,33,0,0,0,0,0,0,0,0
2024,MDA,0,1,3,0,4,302,0,0,42,0,0,27,0,0,30,0,0,0,0,0,1,0,0
1988,MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,MDV,0,0,0,0,0,237,0,0,31,0,0,23,0,0,9,0,0,0,0,0,0,0,0
2008,MDV,0,0,0,0,0,257,0,0,34,0,0,25,0,0,10,0,0,0,0,0,0,0,0
2012,MDV,0,0,0,0,0,271,0,0,37,0,0,25,0,0,9,0,0,0,0,0,0,0,0
2016,MDV,0,0,0,0,0,300,0,0,40,0,0,27,0,0,4,0,0,0,0,0,0,0,0
2020,MDV,0,0,0,0,0,301,237,0,40,31,0,27,23,0,4,9,0,0,0,0,0,0,0
2024,MDV,0,0,0,0,0,302,257,0,42,34,0,27,25,0,4,10,0,0,0,0,0,0,0
1900,MEX,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,MEX,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,MEX,0,0,16,0,16,97,0,0,22,0,0,20,0,0,3,0,0,0,0,0,3,0,0
1948,MEX,4,1,4,0,9,126,0,0,23,0,0,17,0,0,28,0,0,0,0,0,0,0,0
1952,MEX,0,1,0,0,1,109,0,0,20,0,0,14,0,0,55,0,0,0,0,0,0,0,0
1956,MEX,1,0,1,0,2,117,0,0,20,0,0,14,0,0,100,0,0,0,0,0,2,0,0
1960,MEX,0,0,1,0,1,129,97,0,25,22,0,19,20,0,32,3,0,0,0,0,16,3,0
1964,MEX,0,0,1,0,1,136,126,0,23,23,0,17,17,0,149,28,0,4,0,0,9,0,0
1968,MEX,3,3,3,1,9,149,109,0,23,20,0,17,14,0,85,55,0,0,0,0,1,0,0
1972,MEX,0,1,0,0,1,151,117,0,23,20,0,17,14,0,36,100,0,1,0,0,2,2,0
1976,MEX,1,0,1,0,2,150,129,97,23,25,22,17,19,20,110,32,3,0,0,0,1,16,3
1980,MEX,0,1,9,0,10,163,136,126,25,23,23,19,17,17,128,149,28,0,4,0,1,9,0
1984,MEX,2,3,1,0,6,172,149,109,24,23,20,18,17,14,446,85,55,3,0,0,9,1,0
1988,MEX,0,0,2,0,2,195,151,117,28,23,20,21,17,14,281,36,100,0,1,0,1,2,2
1992,MEX,0,1,0,0,1,198,150,129,27,23,25,21,17,19,137,110,32,1,0,0,2,1,16
1996,MEX,0,0,1,0,1,203,163,136,27,25,23,21,19,17,74,128,149,0,0,4,10,1,9
2000,MEX,1,2,3,0,6,221,172,149,29,24,23,21,18,17,155,446,85,2,3,0,6,9,1
2004,MEX,0,3,1,0,4,237,195,151,31,28,23,23,21,17,144,281,36,0,0,1,2,1,2
2008,MEX,2,0,2,0,4,257,198,150,34,27,23,25,21,17,140,137,110,0,1,0,1,2,1
2012,MEX,16,5,3,0,24,271,203,163,37,27,25,25,21,19,111,74,128,0,0,0,1,10,1
2016,MEX,0,3,2,0,5,300,221,172,40,29,24,27,21,18,98,155,446,1,2,3,6,6,9
2020,MEX,0,0,27,0,27,301,237,195,40,31,28,27,23,21,137,144,281,0,0,0,4,2,1
2024,MEX,0,4,4,0,8,302,257,198,42,34,27,27,25,21,103,140,137,2,0,1,4,1,2
1964,MGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,MGL,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,MGL,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,MGL,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,MGL,0,2,2,0,4,163,0,0,25,0,0,19,0,0,40,0,0,0,0,0,0,0,0
1988,MGL,0,0,1,0,1,172,0,0,24,0,0,18,0,0,38,0,0,0,0,0,4,0,0
1992,MGL,0,0,2,0,2,195,0,0,28,0,0,21,0,0,44,0,0,0,0,0,1,0,0
1996,MGL,0,0,1,0,1,198,0,0,27,0,0,21,0,0,33,0,0,0,0,0,1,0,0
2000,MGL,0,0,0,0,0,203,163,0,27,25,0,21,19,0,57,40,0,0,0,0,4,0,0
2004,MGL,0,0,1,0,1,237,172,0,31,24,0,23,18,0,32,38,0,0,0,0,1,4,0
2008,MGL,2,2,0,0,4,257,195,0,34,28,0,25,21,0,38,44,0,0,0,0,2,1,0
2012,MGL,0,2,3,0,5,271,198,0,37,27,0,25,21,0,18,33,0,0,0,0,1,1,0
2016,MGL,0,1,1,0,2,300,203,163,40,27,25,27,21,19,23,57,40,0,0,0,0,4,0
2020,MGL,0,1,3,0,4,301,237,172,40,31,24,27,23,18,21,32,38,0,0,0,1,1,4
2024,MGL,0,1,0,0,1,302,257,195,42,34,28,27,25,21,31,38,44,2,0,0,4,2,1
2008,MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,MHL,0,0,0,0,0,302,0,0,42,0,0,27,0,0,5,0,0,0,0,0,0,0,0
1996,MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,MKD,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MKD,0,0,0,0,0,271,0,0,37,0,0,25,0,0,16,0,0,0,0,0,0,0,0
2016,MKD,0,0,0,0,0,300,0,0,40,0,0,27,0,0,15,0,0,0,0,0,1,0,0
2020,MKD,0,1,0,0,1,301,0,0,40,0,0,27,0,0,14,0,0,0,0,0,0,0,0
2024,MKD,0,0,0,0,0,302,0,0,42,0,0,27,0,0,7,0,0,0,0,0,0,0,0
1964,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,MLI,0,0,0,0,0,163,0,0,25,0,0,19,0,0,2,0,0,0,0,0,0,0,0
1988,MLI,0,0,0,0,0,172,0,0,24,0,0,18,0,0,2,0,0,0,0,0,0,0,0
1992,MLI,0,0,0,0,0,195,0,0,28,0,0,21,0,0,3,0,0,0,0,0,0,0,0
1996,MLI,0,0,0,0,0,203,0,0,27,0,0,21,0,0,7,0,0,0,0,0,0,0,0
2000,MLI,0,0,0,0,0,221,163,0,29,25,0,21,19,0,5,2,0,0,0,0,0,0,0
2004,MLI,0,0,0,0,0,237,172,0,31,24,0,23,18,0,8,2,0,0,0,0,0,0,0
2008,MLI,0,0,0,0,0,257,195,0,34,28,0,25,21,0,6,3,0,0,0,0,0,0,0
2012,MLI,0,0,0,0,0,271,203,0,37,27,0,25,21,0,4,7,0,0,0,0,0,0,0
2016,MLI,0,0,0,0,0,300,221,163,40,29,25,27,21,19,5,5,2,0,0,0,0,0,0
2020,MLI,0,0,0,0,0,301,237,172,40,31,24,27,23,18,21,8,2,0,0,0,0,0,0
2024,MLI,0,0,0,0,0,302,257,195,42,34,28,27,25,21,17,6,3,0,0,0,0,0,0
1928,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,MLT,0,0,0,0,0,109,0,0,20,0,0,14,0,0,9,0,0,0,0,0,0,0,0
1972,MLT,0,0,0,0,0,129,0,0,25,0,0,19,0,0,11,0,0,0,0,0,0,0,0
1980,MLT,0,0,0,0,0,136,0,0,23,0,0,17,0,0,1,0,0,0,0,0,0,0,0
1984,MLT,0,0,0,0,0,150,0,0,23,0,0,17,0,0,13,0,0,0,0,0,0,0,0
1988,MLT,0,0,0,0,0,172,109,0,24,20,0,18,14,0,1,9,0,0,0,0,0,0,0
1992,MLT,0,0,0,0,0,195,129,0,28,25,0,21,19,0,5,11,0,0,0,0,0,0,0
1996,MLT,0,0,0,0,0,203,136,0,27,23,0,21,17,0,12,1,0,0,0,0,0,0,0
2000,MLT,0,0,0,0,0,221,150,0,29,23,0,21,17,0,7,13,0,0,0,0,0,0,0
2004,MLT,0,0,0,0,0,237,172,109,31,24,20,23,18,14,6,1,9,0,0,0,0,0,0
2008,MLT,0,0,0,0,0,257,195,129,34,28,25,25,21,19,8,5,11,0,0,0,0,0,0
2012,MLT,0,0,0,0,0,271,203,136,37,27,23,25,21,17,10,12,1,0,0,0,0,0,0
2016,MLT,0,0,0,0,0,300,221,150,40,29,23,27,21,17,7,7,13,0,0,0,0,0,0
2020,MLT,0,0,0,0,0,301,237,172,40,31,24,27,23,18,7,6,1,0,0,0,0,0,0
2024,MLT,0,0,0,0,0,302,257,195,42,34,28,27,25,21,6,8,5,0,0,0,0,0,0
2008,MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MNE,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,MNE,0,0,0,0,0,302,0,0,42,0,0,27,0,0,20,0,0,0,0,0,0,0,0
1920,MON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,MON,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,MON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,MON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,MON,0,0,0,0,0,156,0,0,29,0,0,22,0,0,7,0,0,0,0,0,0,0,0
1948,MON,0,0,0,0,0,126,0,0,23,0,0,17,0,0,9,0,0,0,0,0,1,0,0
1952,MON,0,0,0,0,0,109,0,0,20,0,0,14,0,0,12,0,0,0,0,0,0,0,0
1960,MON,0,0,0,0,0,117,0,0,20,0,0,14,0,0,1,0,0,0,0,0,0,0,0
1964,MON,0,0,0,0,0,129,156,0,25,29,0,19,22,0,11,7,0,0,0,0,0,0,0
1968,MON,0,0,0,0,0,136,126,0,23,23,0,17,17,0,4,9,0,0,0,0,0,1,0
1972,MON,0,0,0,0,0,149,109,0,23,20,0,17,14,0,10,12,0,0,0,0,0,0,0
1976,MON,0,0,0,0,0,150,117,0,23,20,0,17,14,0,13,1,0,0,0,0,0,0,0
1984,MON,0,0,0,0,0,163,129,156,25,25,29,19,19,22,1,11,7,0,0,0,0,0,0
1988,MON,0,0,0,0,0,172,136,126,24,23,23,18,17,17,2,4,9,0,0,0,0,0,1
1992,MON,0,0,0,0,0,195,149,109,28,23,20,21,17,14,5,10,12,0,0,0,0,0,0
1996,MON,0,0,0,0,0,198,150,117,27,23,20,21,17,14,10,13,1,0,0,0,0,0,0
2000,MON,0,0,0,0,0,221,163,129,29,25,25,21,19,19,8,1,11,0,0,0,0,0,0
2004,MON,0,0,0,0,0,237,172,136,31,24,23,23,18,17,9,2,4,0,0,0,0,0,0
2008,MON,0,0,0,0,0,257,195,149,34,28,23,25,21,17,4,5,10,0,0,0,0,0,0
2012,MON,0,0,0,0,0,271,198,150,37,27,23,25,21,17,4,10,13,0,0,0,0,0,0
2016,MON,0,0,0,0,0,300,221,163,40,29,25,27,21,19,4,8,1,0,0,0,0,0,0
2020,MON,0,0,0,0,0,301,237,172,40,31,24,27,23,18,3,9,2,0,0,0,0,0,0
2024,MON,0,0,0,0,0,302,257,195,42,34,28,27,25,21,5,4,5,0,0,0,0,0,0
1980,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,MOZ,0,0,1,0,1,203,0,0,27,0,0,21,0,0,16,0,0,0,0,0,0,0,0
2000,MOZ,1,0,0,0,1,221,0,0,29,0,0,21,0,0,14,0,0,0,0,0,0,0,0
2004,MOZ,0,0,0,0,0,237,0,0,31,0,0,23,0,0,12,0,0,0,0,0,0,0,0
2008,MOZ,0,0,0,0,0,257,0,0,34,0,0,25,0,0,7,0,0,0,0,0,0,0,0
2012,MOZ,0,0,0,0,0,271,203,0,37,27,0,25,21,0,3,16,0,0,0,0,1,0,0
2016,MOZ,0,0,0,0,0,300,221,0,40,29,0,27,21,0,4,14,0,1,0,0,1,0,0
2020,MOZ,0,0,0,0,0,301,237,0,40,31,0,27,23,0,4,12,0,0,0,0,0,0,0
2024,MOZ,0,0,0,0,0,302,257,0,42,34,0,27,25,0,4,7,0,0,0,0,0,0,0
1984,MRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,MRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,MRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,MRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,MRI,0,0,0,0,0,221,0,0,29,0,0,21,0,0,7,0,0,0,0,0,0,0,0
2004,MRI,0,0,0,0,0,237,0,0,31,0,0,23,0,0,11,0,0,0,0,0,0,0,0
2008,MRI,0,0,1,0,1,257,0,0,34,0,0,25,0,0,22,0,0,0,0,0,0,0,0
2012,MRI,0,0,0,0,0,271,0,0,37,0,0,25,0,0,36,0,0,0,0,0,0,0,0
2016,MRI,0,0,0,0,0,300,221,0,40,29,0,27,21,0,26,7,0,0,0,0,0,0,0
2020,MRI,0,0,0,0,0,301,237,0,40,31,0,27,23,0,9,11,0,0,0,0,0,0,0
2024,MRI,0,0,0,0,0,302,257,0,42,34,0,27,25,0,11,22,0,0,0,0,1,0,0
1984,MTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,MTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,MTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,MTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,MTN,0,0,0,0,0,221,0,0,29,0,0,21,0,0,2,0,0,0,0,0,0,0,0
2004,MTN,0,0,0,0,0,237,0,0,31,0,0,23,0,0,7,0,0,0,0,0,0,0,0
2008,MTN,0,0,0,0,0,257,0,0,34,0,0,25,0,0,6,0,0,0,0,0,0,0,0
2012,MTN,0,0,0,0,0,271,0,0,37,0,0,25,0,0,4,0,0,0,0,0,0,0,0
2016,MTN,0,0,0,0,0,300,221,0,40,29,0,27,21,0,2,2,0,0,0,0,0,0,0
2020,MTN,0,0,0,0,0,301,237,0,40,31,0,27,23,0,2,7,0,0,0,0,0,0,0
2024,MTN,0,0,0,0,0,302,257,0,42,34,0,27,25,0,2,6,0,0,0,0,0,0,0
1948,MYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,MYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,MYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,MYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,MYA,0,0,0,0,0,136,0,0,23,0,0,17,0,0,5,0,0,0,0,0,0,0,0
1968,MYA,0,0,0,0,0,149,0,0,23,0,0,17,0,0,5,0,0,0,0,0,0,0,0
1972,MYA,0,0,0,0,0,151,0,0,23,0,0,17,0,0,12,0,0,0,0,0,0,0,0
